r0,r1,r2,E
3.35,0.97,3.7787917957750805,-150.65286
3.4,0.97,3.7396092248324733,-150.65286
3.45,0.97,3.6958181117867057,-150.65286
3.05,0.97,3.944814871695777,-150.65285
3.05,0.97,3.9389701196661253,-150.65285
3.1,0.97,3.9630675172677168,-150.65285
3.1,0.97,3.9561422181570705,-150.65285
3.15,0.97,3.967853525761631,-150.65285
3.2,0.97,3.9555734704973373,-150.65285
3.2,0.97,3.945962353799905,-150.65285
3.25,0.97,3.9223902918919573,-150.65285
3.25,0.97,3.9112458016562526,-150.65285
3.3,0.97,3.8645376423082034,-150.65285
3.3,0.97,3.8518121637685385,-150.65285
3.35,0.97,3.8068928674307223,-150.65285
3.4,0.97,3.7545461541144234,-150.65285
3.45,0.97,3.7269848234885887,-150.65285
3.45,0.97,3.711453295506454,-150.65285
3.5,0.97,3.69655873167499,-150.65285
3.5,0.97,3.6805245744172916,-150.65285
2.3,0.97,1.9495436968077808,-150.6528403
3.05,0.97,3.9504459464591912,-150.65284
3.1,0.97,3.976287579984165,-150.65284
3.1,0.97,3.9697829636341098,-150.65284
3.15,0.97,3.9836212348377233,-150.65284
3.15,0.97,3.975839892730252,-150.65284
3.2,0.97,3.9742097423970546,-150.65284
3.2,0.97,3.9649897578243265,-150.65284
3.25,0.97,3.9441318283081803,-150.65284
3.25,0.97,3.93335290376661,-150.65284
3.3,0.97,3.8894953085939266,-150.65284
3.3,0.97,3.8770994312759117,-150.65284
3.35,0.97,3.8344180267743093,-150.65284
3.35,0.97,3.820728759099501,-150.65284
3.4,0.97,3.7840459826710515,-150.65284
3.4,0.97,3.7693594179245133,-150.65284
3.45,0.97,3.7424092845551735,-150.65284
3.5,0.97,3.712504207843622,-150.65284
3.05,0.97,3.961063899746896,-150.65283
3.05,0.97,3.955862544739297,-150.65283
3.1,0.97,3.9886605817578467,-150.65283
3.1,0.97,3.982580422722633,-150.65283
3.15,0.97,3.9985642224071487,-150.65283
3.15,0.97,3.9911963877869825,-150.65283
3.2,0.97,3.9920550976762104,-150.65283
3.2,0.97,3.983231988476565,-150.65283
3.25,0.97,3.96513158332641,-150.65283
3.25,0.97,3.954725297386046,-150.65283
3.3,0.97,3.9137806660780314,-150.65283
3.3,0.97,3.901723097507174,-150.65283
3.35,0.97,3.8613464080619346,-150.65283
3.35,0.97,3.847958087525074,-150.65283
3.4,0.97,3.7986028700498777,-150.65283
3.45,0.97,3.7577233275023345,-150.65283
3.5,0.97,3.728357314634337,-150.65283
3.05,0.97,3.9708179741186753,-150.65282
3.05,0.97,3.966049276984803,-150.65282
3.1,0.97,4.000179374882883,-150.65282
3.1,0.97,3.9945271803360147,-150.65282
3.15,0.97,4.0194130470165295,-150.65282
3.15,0.97,4.012673594324688,-150.65282
3.15,0.97,4.005723644438283,-150.65282
3.2,0.97,4.01731617455903,-150.65282
3.2,0.97,4.0090984969679315,-150.65282
3.2,0.97,4.000677708679477,-150.65282
3.25,0.97,3.9853758951627105,-150.65282
3.25,0.97,3.9753489985401345,-150.65282
3.3,0.97,3.93737683559999,-150.65282
3.3,0.97,3.925665926695714,-150.65282
3.35,0.97,3.8876579399179803,-150.65282
3.35,0.97,3.874580504129733,-150.65282
3.4,0.97,3.827315971643758,-150.65282
3.4,0.97,3.813027156328309,-150.65282
3.45,0.97,3.7729236603254064,-150.65282
3.5,0.97,3.744114426900031,-150.65282
2.7,0.97,3.5913774758021013,-150.6528102
3.05,0.97,3.983817441464709,-150.65281
3.05,0.97,3.9797026788217678,-150.65281
3.05,0.97,3.97536932085438,-150.65281
3.1,0.97,4.015841593161346,-150.65281
3.1,0.97,4.010837342583588,-150.65281
3.1,0.97,4.005616354852597,-150.65281
3.15,0.97,4.032256532012925,-150.65281
3.15,0.97,4.025941011779587,-150.65281
3.2,0.97,4.033137226892492,-150.65281
3.2,0.97,4.025329489753562,-150.65281
3.25,0.97,4.0142975834769485,-150.65281
3.25,0.97,4.004851737722034,-150.65281
3.25,0.97,3.995210664706078,-150.65281
3.3,0.97,3.9714436625784915,-150.65281
3.3,0.97,3.9602676397207563,-150.65281
3.3,0.97,3.9489113924189803,-150.65281
3.35,0.97,3.913333326204266,-150.65281
3.35,0.97,3.9005763274861702,-150.65281
3.4,0.97,3.855475975181378,-150.65281
3.4,0.97,3.8414664993171694,-150.65281
3.45,0.97,3.8029703190070494,-150.65281
3.45,0.97,3.788007049455358,-150.65281
3.5,0.97,3.7597719818519373,-150.65281
3.05,0.97,3.9913889130059763,-150.6528
3.05,0.97,3.9877130339372813,-150.6528
3.1,0.97,4.0251970661579355,-150.6528
3.1,0.97,4.020628394287909,-150.6528
3.15,0.97,4.044246582113188,-150.6528
3.15,0.97,4.038358685074311,-150.6528
3.2,0.97,4.048131283173162,-150.6528
3.2,0.97,4.040738206122948,-150.6528
3.25,0.97,4.032597661967355,-150.6528
3.25,0.97,4.023546709637527,-150.6528
3.3,0.97,3.993247585263556,-150.6528
3.3,0.97,3.9824375881488785,-150.6528
3.35,0.97,3.9383540278700746,-150.6528
3.35,0.97,3.9259266422081804,-150.6528
3.4,0.97,3.869341686924451,-150.6528
3.45,0.97,3.81781035003982,-150.6528
3.5,0.97,3.7753264782827944,-150.6528
3.05,0.97,4.001093309751003,-150.65279
3.05,0.97,3.998079515514301,-150.65279
3.05,0.97,3.9948445669578203,-150.65279
3.1,0.97,4.03758799314166,-150.65279
3.1,0.97,4.033677464671544,-150.65279
3.1,0.97,4.029546961341224,-150.65279
3.15,0.97,4.0606163521623,-150.65279
3.15,0.97,4.055376220728964,-150.65279
3.15,0.97,4.049919367911041,-150.65279
3.2,0.97,4.069052187757463,-150.65279
3.2,0.97,4.062289330261781,-150.65279
3.2,0.97,4.055315349136131,-150.65279
3.25,0.97,4.050099416926232,-150.65279
3.25,0.97,4.041449024033973,-150.65279
3.3,0.97,4.014308675464482,-150.65279
3.3,0.97,4.0038718640332664,-150.65279
3.35,0.97,3.9627022457614274,-150.65279
3.35,0.97,3.950613281283249,-150.65279
3.4,0.97,3.896631224240751,-150.65279
3.4,0.97,3.883060973448041,-150.65279
3.45,0.97,3.847108501161525,-150.65279
3.45,0.97,3.8325240798308333,-150.65279
3.5,0.97,3.806112594052722,-150.65279
3.5,0.97,3.790774475797585,-150.65279
3.05,0.97,4.012831439612667,-150.65278
3.05,0.97,4.010929058373063,-150.65278
3.05,0.97,4.008803746078527,-150.65278
3.05,0.97,4.006455795894898,-150.65278
3.05,0.97,4.003885532022853,-150.65278
3.1,0.97,4.051019818467741,-150.65278
3.1,0.97,4.047994379668015,-150.65278
3.1,0.97,4.044746953679854,-150.65278
3.1,0.97,4.041277995804427,-150.65278
3.15,0.97,4.075029031261334,-150.65278
3.15,0.97,4.070443463103793,-150.65278
3.15,0.97,4.065639007002176,-150.65278
3.2,0.97,4.081940550334879,-150.65278
3.2,0.97,4.075602917596533,-150.65278
3.25,0.97,4.074831548608365,-150.65278
3.25,0.97,4.0667919655237075,-150.65278
3.25,0.97,4.058547498981672,-150.65278
3.3,0.97,4.04447742151644,-150.65278
3.3,0.97,4.034613102600855,-150.65278
3.3,0.97,4.024556311088231,-150.65278
3.35,0.97,3.9863609043644614,-150.65278
3.35,0.97,3.97461880935221,-150.65278
3.4,0.97,3.923314425867592,-150.65278
3.4,0.97,3.9100498787664653,-150.65278
3.45,0.97,3.8758776629018814,-150.65278
3.45,0.97,3.8615606616174665,-150.65278
3.5,0.97,3.821337512004479,-150.65278
3.05,0.97,4.0171985298972785,-150.65277
3.05,0.97,4.01596639115594,-150.65277
3.05,0.97,4.014510627618477,-150.65277
3.1,0.97,4.060893704634382,-150.65277
3.1,0.97,4.058760134156171,-150.65277
3.1,0.97,4.056403071842621,-150.65277
3.1,0.97,4.053822846500955,-150.65277
3.15,0.97,4.087466007649496,-150.65277
3.15,0.97,4.083540910910491,-150.65277
3.15,0.97,4.079395055089348,-150.65277
3.2,0.97,4.099665686604644,-150.65277
3.2,0.97,4.09397281859873,-150.65277
3.2,0.97,4.088064150935182,-150.65277
3.25,0.97,4.097708863608529,-150.65277
3.25,0.97,4.090291174838233,-150.65277
3.25,0.97,4.08266501678035,-150.65277
3.3,0.97,4.063622324695779,-150.65277
3.3,0.97,4.054147678830662,-150.65277
3.35,0.97,4.020520355394492,-150.65277
3.35,0.97,4.0093136364551425,-150.65277
3.35,0.97,3.997926506909398,-150.65277
3.4,0.97,3.9493713965814523,-150.65277
3.4,0.97,3.93642240318313,-150.65277
3.45,0.97,3.890056660163024,-150.65277
3.5,0.97,3.851434754883139,-150.65277
3.5,0.97,3.8364459671673785,-150.65277
3.1,0.97,4.067187592713638,-150.65276
3.1,0.97,4.0659506488329145,-150.65276
3.1,0.97,4.064489212185329,-150.65276
3.1,0.97,4.062803485945611,-150.65276
3.15,0.97,4.103761687535508,-150.65276
3.15,0.97,4.100948117923777,-150.65276
3.15,0.97,4.097911319595949,-150.65276
3.15,0.97,4.0946517219969385,-150.65276
3.15,0.97,4.09116978673326,-150.65276
3.2,0.97,4.12026301195623,-150.65276
3.2,0.97,4.115441333459951,-150.65276
3.2,0.97,4.110400726234944,-150.65276
3.2,0.97,4.105141922156318,-150.65276
3.25,0.97,4.118700058375323,-150.65276
3.25,0.97,4.111914375437166,-150.65276
3.25,0.97,4.10491695972845,-150.65276
3.3,0.97,4.090857675946169,-150.65276
3.3,0.97,4.081978776596736,-150.65276
3.3,0.97,4.07289984810654,-150.65276
3.35,0.97,4.0423850231457195,-150.65276
3.35,0.97,4.031544768625656,-150.65276
3.4,0.97,3.9872410438932224,-150.65276
3.4,0.97,3.974783012945486,-150.65276
3.4,0.97,3.962159039607678,-150.65276
3.45,0.97,3.917989526496045,-150.65276
3.45,0.97,3.904094861335556,-150.65276
3.5,0.97,3.8663007276007533,-150.65276
3.15,0.97,4.117176921148599,-150.65275
3.15,0.97,4.115935288922254,-150.65275
3.15,0.97,4.114468317131646,-150.65275
3.15,0.97,4.112776211767391,-150.65275
3.15,0.97,4.110859210600247,-150.65275
3.15,0.97,4.108717583219562,-150.65275
3.15,0.97,4.106351631076992,-150.65275
3.2,0.97,4.137346966960655,-150.65275
3.2,0.97,4.133407656300103,-150.65275
3.2,0.97,4.129246822039167,-150.65275
3.2,0.97,4.124865063227999,-150.65275
3.25,0.97,4.137776714010515,-150.65275
3.25,0.97,4.131632192363635,-150.65275
3.25,0.97,4.125272991392677,-150.65275
3.3,0.97,4.116280424767337,-150.65275
3.3,0.97,4.108009839884787,-150.65275
3.3,0.97,4.099535149897793,-150.65275
3.35,0.97,4.073782927703214,-150.65275
3.35,0.97,4.06350585218309,-150.65275
3.35,0.97,4.053039307656577,-150.65275
3.4,0.97,4.011650417840408,-150.65275
3.4,0.97,3.999530905854112,-150.65275
3.45,0.97,3.9453375460290254,-150.65275
3.45,0.97,3.9317379672326473,-150.65275
3.5,0.97,3.8956519191359207,-150.65275
3.5,0.97,3.88104079416816,-150.65275
3.2,0.97,4.150878143500089,-150.65274
3.2,0.97,4.1478302603555735,-150.65274
3.2,0.97,4.144558785878484,-150.65274
3.2,0.97,4.141064187909321,-150.65274
3.25,0.97,4.160190272213236,-150.65274
3.25,0.97,4.154913249447766,-150.65274
3.25,0.97,4.1494181034533115,-150.65274
3.25,0.97,4.143705643734392,-150.65274
3.3,0.97,4.139854893531581,-150.65274
3.3,0.97,4.132204180281769,-150.65274
3.3,0.97,4.124345620578907,-150.65274
3.35,0.97,4.103460656860364,-150.65274
3.35,0.97,4.093761958264229,-150.65274
3.35,0.97,4.083868845789862,-150.65274
3.4,0.97,4.046965718179628,-150.65274
3.4,0.97,4.0353698931041615,-150.65274
3.4,0.97,4.023597443991266,-150.65274
3.45,0.97,3.97207981861635,-150.65274
3.45,0.97,3.958785675662488,-150.65274
3.5,0.97,3.924475476896765,-150.65274
3.5,0.97,3.91013112207326,-150.65274
3.2,0.97,4.16716650564308,-150.65273
3.2,0.97,4.165920297658879,-150.65273
3.2,0.97,4.164447923721622,-150.65273
3.2,0.97,4.162749592606751,-150.65273
3.2,0.97,4.160825545299228,-150.65273
3.2,0.97,4.158676055032394,-150.65273
3.2,0.97,4.15630142733213,-150.65273
3.2,0.97,4.1537020000663825,-150.65273
3.25,0.97,4.17910213073977,-150.65273
3.25,0.97,4.174705016411956,-150.65273
3.25,0.97,4.170086880277778,-150.65273
3.25,0.97,4.165248396319671,-150.65273
3.3,0.97,4.168356346934361,-150.65273
3.3,0.97,4.161548396822379,-150.65273
3.3,0.97,4.154528121410834,-150.65273
3.3,0.97,4.147296586450818,-150.65273
3.35,0.97,4.131374778674503,-150.65273
3.35,0.97,4.122268576982531,-150.65273
3.35,0.97,4.112963372900735,-150.65273
3.4,0.97,4.069619526595581,-150.65273
3.4,0.97,4.058382915979085,-150.65273
3.45,0.97,4.0110136858790115,-150.65273
3.45,0.97,3.998196239521763,-150.65273
3.45,0.97,3.9852174865064502,-150.65273
3.5,0.97,3.9386821112119836,-150.65273
3.25,0.97,4.197751130566241,-150.65272
3.25,0.97,4.194468063384506,-150.65272
3.25,0.97,4.190961106105746,-150.65272
3.25,0.97,4.187230765834018,-150.65272
3.25,0.97,4.1832775828578415,-150.65272
3.3,0.97,4.193444823102751,-150.65272
3.3,0.97,4.187496121533001,-150.65272
3.3,0.97,4.181331186294964,-150.65272
3.3,0.97,4.174950941640681,-150.65272
3.35,0.97,4.157485043591869,-150.65272
3.35,0.97,4.1489844062744865,-150.65272
3.35,0.97,4.140280526224067,-150.65272
3.4,0.97,4.102226877589949,-150.65272
3.4,0.97,4.091543360822712,-150.65272
3.4,0.97,4.080673633037164,-150.65272
3.45,0.97,4.036155328449711,-150.65272
3.45,0.97,4.023667481291167,-150.65272
3.5,0.97,3.966670993326021,-150.65272
3.5,0.97,3.952748205668126,-150.65272
3.25,0.97,4.217156337091199,-150.65271
3.25,0.97,4.215905661930419,-150.65271
3.25,0.97,4.2144280141080275,-150.65271
3.25,0.97,4.212723605153274,-150.65271
3.25,0.97,4.210792679229452,-150.65271
3.25,0.97,4.20863551317312,-150.65271
3.25,0.97,4.2062524165386845,-150.65271
3.25,0.97,4.203643731648371,-150.65271
3.25,0.97,4.200809833647663,-150.65271
3.3,0.97,4.2150600276789145,-150.65271
3.3,0.97,4.209984806599962,-150.65271
3.3,0.97,4.204690002821603,-150.65271
3.3,0.97,4.199176401701723,-150.65271
3.35,0.97,4.189428980664933,-150.65271
3.35,0.97,4.18175431318414,-150.65271
3.35,0.97,4.173871278135298,-150.65271
3.35,0.97,4.165781100801788,-150.65271
3.4,0.97,4.1331424620435655,-150.65271
3.4,0.97,4.1230281569463285,-150.65271
3.4,0.97,4.112722392715441,-150.65271
3.45,0.97,4.072600901503818,-150.65271
3.45,0.97,4.060624220653221,-150.65271
3.45,0.97,4.048474976520522,-150.65271
3.5,0.97,4.007552619394953,-150.65271
3.5,0.97,3.9940758388499185,-150.65271
3.5,0.97,3.9804477590394485,-150.65271
3.3,0.97,4.240860452478614,-150.6527
3.3,0.97,4.237117303978655,-150.6527
3.3,0.97,4.233150578153531,-150.6527
3.3,0.97,4.228960855929837,-150.6527
3.3,0.97,4.22454875202919,-150.6527
3.3,0.97,4.219914915070573,-150.6527
3.35,0.97,4.218020756136113,-150.6527
3.35,0.97,4.211191077030705,-150.6527
3.35,0.97,4.204148496059649,-150.6527
3.35,0.97,4.196894092192143,-150.6527
3.4,0.97,4.171652342759268,-150.6527
3.4,0.97,4.162320148172176,-150.6527
3.4,0.97,4.152790064888152,-150.6527
3.4,0.97,4.143063640436442,-150.6527
3.45,0.97,4.107474643860466,-150.6527
3.45,0.97,4.0960281607422475,-150.6527
3.45,0.97,4.0844029047704815,-150.6527
3.5,0.97,4.034042078763126,-150.6527
3.5,0.97,4.020875537329879,-150.6527
2.5,0.97,3.326301583400004,-150.6526984
3.3,0.97,4.264408571280165,-150.65269
3.3,0.97,4.262698227189385,-150.65269
3.3,0.97,4.260760584272492,-150.65269
3.3,0.97,4.258595922928607,-150.65269
3.3,0.97,4.256204556695078,-150.65269
3.3,0.97,4.253586832297869,-150.65269
3.3,0.97,4.250743129707448,-150.65269
3.3,0.97,4.2476738622002195,-150.65269
3.3,0.97,4.244379476425572,-150.65269
3.35,0.97,4.248940374722995,-150.65269
3.35,0.97,4.243190133248602,-150.65269
3.35,0.97,4.237222132565178,-150.65269
3.35,0.97,4.23103727305612,-150.65269
3.35,0.97,4.224636490480445,-150.65269
3.4,0.97,4.206972656292162,-150.65269
3.4,0.97,4.198446708220812,-150.65269
3.4,0.97,4.189717072406295,-150.65269
3.4,0.97,4.180785140514805,-150.65269
3.45,0.97,4.140721853932235,-150.65269
3.45,0.97,4.129823407519571,-150.65269
3.45,0.97,4.1187403722928,-150.65269
3.5,0.97,4.059896220529858,-150.65269
3.5,0.97,4.047049778705,-150.65269
3.3,0.97,4.267146406813733,-150.65268
3.3,0.97,4.265891369238988,-150.65268
3.35,0.97,4.274396137758832,-150.65268
3.35,0.97,4.269746970466202,-150.65268
3.35,0.97,4.264876067464276,-150.65268
3.35,0.97,4.259784154459872,-150.65268
3.35,0.97,4.2544719918245155,-150.65268
3.4,0.97,4.239013072470177,-150.65268
3.4,0.97,4.231315030121273,-150.65268
3.4,0.97,4.223408113703571,-150.65268
3.4,0.97,4.2152935632375526,-150.65268
3.45,0.97,4.172291339767431,-150.65268
3.45,0.97,4.161957610110877,-150.65268
3.45,0.97,4.151433858443787,-150.65268
3.5,0.97,4.097444545584901,-150.65268
3.5,0.97,4.085095902012494,-150.65268
3.5,0.97,4.072579035451614,-150.65268
3.35,0.97,4.306157807747687,-150.65267
3.35,0.97,4.3035312543502,-150.65267
3.35,0.97,4.300677975742806,-150.65267
3.35,0.97,4.297598390388252,-150.65267
3.35,0.97,4.294292950539431,-150.65267
3.35,0.97,4.290762142312614,-150.65267
3.35,0.97,4.287006485766469,-150.65267
3.35,0.97,4.283026534986936,-150.65267
3.35,0.97,4.278822878178058,-150.65267
3.4,0.97,4.274329372929916,-150.65267
3.4,0.97,4.267693002473603,-150.65267
3.4,0.97,4.260842113412691,-150.65267
3.4,0.97,4.253777761266776,-150.65267
3.4,0.97,4.246501038050976,-150.65267
3.45,0.97,4.211692097594161,-150.65267
3.45,0.97,4.202135324292471,-150.65267
3.45,0.97,4.192381863151491,-150.65267
3.45,0.97,4.182433319669552,-150.65267
3.5,0.97,4.133459084450165,-150.65267
3.5,0.97,4.121628296506899,-150.65267
3.5,0.97,4.109622737886293,-150.65267
3.35,0.97,4.317136706533423,-150.65266
3.35,0.97,4.3158774076656075,-150.65266
3.35,0.97,4.314389579015431,-150.65266
3.35,0.97,4.312673437527059,-150.65266
3.35,0.97,4.310729233613241,-150.65266
3.35,0.97,4.308557251195154,-150.65266
3.4,0.97,4.304259034794559,-150.65266
3.4,0.97,4.298709825435271,-150.65266
3.4,0.97,4.292941361047143,-150.65266
3.4,0.97,4.2869545173172146,-150.65266
3.4,0.97,4.280750205571154,-150.65266
3.45,0.97,4.247921600033539,-150.65266
3.45,0.97,4.2391668353339576,-150.65266
3.45,0.97,4.230209358936152,-150.65266
3.45,0.97,4.221050617668568,-150.65266
3.5,0.97,4.16788212614767,-150.65266
3.5,0.97,4.15658802471479,-150.65266
3.5,0.97,4.14511300968573,-150.65266
3.4,0.97,4.340666094784203,-150.65265
3.4,0.97,4.336898219964607,-150.65265
3.4,0.97,4.332905351087517,-150.65265
3.4,0.97,4.328688083548304,-150.65265
3.4,0.97,4.324247047371814,-150.65265
3.4,0.97,4.319582907315883,-150.65265
3.4,0.97,4.314696362981122,-150.65265
3.4,0.97,4.309588148927029,-150.65265
3.45,0.97,4.288606821930741,-150.65265
3.45,0.97,4.280885963492396,-150.65265
3.45,0.97,4.272955738520062,-150.65265
3.45,0.97,4.2648174015714355,-150.65265
3.45,0.97,4.256472245168503,-150.65265
3.5,0.97,4.211210849289863,-150.65265
3.5,0.97,4.200659568073274,-150.65265
3.5,0.97,4.189919792761145,-150.65265
3.5,0.97,4.178993354293399,-150.65265
3.4,0.97,4.367127228351968,-150.65264
3.4,0.97,4.36586376583708,-150.65264
3.4,0.97,4.364371021834207,-150.65264
3.4,0.97,4.362649215948882,-150.65264
3.4,0.97,4.36069860166528,-150.65264
3.4,0.97,4.358519466386324,-150.65264
3.4,0.97,4.356112131479261,-150.65264
3.4,0.97,4.353476952326747,-150.65264
3.4,0.97,4.350614318383486,-150.65264
3.4,0.97,4.347524653238492,-150.65264
3.4,0.97,4.344208414683012,-150.65264
3.45,0.97,4.330469748076391,-150.65264
3.45,0.97,4.324029336149788,-150.65264
3.45,0.97,4.317372815443351,-150.65264
3.45,0.97,4.31050121721352,-150.65264
3.45,0.97,4.3034156094403615,-150.65264
3.45,0.97,4.296117097014317,-150.65264
3.5,0.97,4.251495883133305,-150.65264
3.5,0.97,4.241716049461191,-150.65264
3.5,0.97,4.231740816190967,-150.65264
3.5,0.97,4.221571847644472,-150.65264
2.3,0.97,3.0453204564706926,-150.6526326
3.45,0.97,4.369422592808548,-150.65263
3.45,0.97,4.364520768494006,-150.65263
3.45,0.97,4.359396630745725,-150.65263
3.45,0.97,4.354050958360722,-150.65263
3.45,0.97,4.348484565758087,-150.65263
3.45,0.97,4.34269830311528,-150.65263
3.45,0.97,4.336693056511234,-150.65263
3.5,0.97,4.2974086468816095,-150.65263
3.5,0.97,4.288629357822597,-150.65263
3.5,0.97,4.27964695386344,-150.65263
3.5,0.97,4.2704628982103925,-150.65263
3.5,0.97,4.2610786937105685,-150.65263
3.45,0.97,4.412625543153116,-150.65262
3.45,0.97,4.410668664001328,-150.65262
3.45,0.97,4.408482538347034,-150.65262
3.45,0.97,4.406067491404917,-150.65262
3.45,0.97,4.40342388281112,-150.65262
3.45,0.97,4.4005521066802045,-150.65262
3.45,0.97,4.397452591667731,-150.65262
3.45,0.97,4.394125801038556,-150.65262
3.45,0.97,4.3905722327408725,-150.65262
3.45,0.97,4.3867924194860874,-150.65262
3.45,0.97,4.382786928834604,-150.65262
3.45,0.97,4.378556363287588,-150.65262
3.45,0.97,4.374101360384792,-150.65262
3.5,0.97,4.3457419569446865,-150.65262
3.5,0.97,4.338209897832138,-150.65262
3.5,0.97,4.330466762454395,-150.65262
3.5,0.97,4.322513781563442,-150.65262
3.5,0.97,4.314352224056482,-150.65262
3.5,0.97,4.305983397203203,-150.65262
3.45,0.97,4.417117964728591,-150.65261
3.45,0.97,4.415850432895101,-150.65261
3.45,0.97,4.414352884957814,-150.65261
3.5,0.97,4.392460765262604,-150.65261
3.5,0.97,4.38643754078854,-150.65261
3.5,0.97,4.380195675482103,-150.65261
3.5,0.97,4.373736138757858,-150.65261
3.5,0.97,4.367059936810615,-150.65261
3.5,0.97,4.36016811278732,-150.65261
3.5,0.97,4.353061746966396,-150.65261
3.5,0.97,4.447382149243981,-150.6526
3.5,0.97,4.444045044832778,-150.6526
3.5,0.97,4.440480482495243,-150.6526
3.5,0.97,4.436689001157171,-150.6526
3.5,0.97,4.432671174996415,-150.6526
3.5,0.97,4.428427613535007,-150.6526
3.5,0.97,4.423958961737362,-150.6526
3.5,0.97,4.419265900114633,-150.6526
3.5,0.97,4.414349144835339,-150.6526
3.5,0.97,4.40920944784233,-150.6526
3.5,0.97,4.403847596976223,-150.6526
3.5,0.97,4.398264416105386,-150.6526
3.5,0.97,4.467108908460029,-150.65259
3.5,0.97,4.465837398467456,-150.65259
3.5,0.97,4.464335154269286,-150.65259
3.5,0.97,4.4626024007024485,-150.65259
3.5,0.97,4.460639397288351,-150.65259
3.5,0.97,4.458446438273414,-150.65259
3.5,0.97,4.456023852675122,-150.65259
3.5,0.97,4.45337200433363,-150.65259
3.5,0.97,4.450491291968983,-150.65259
2.5,0.97,1.9705856879864125,-150.6525723
2.7,0.97,1.887805028677837,-150.6525193
1.6,0.97,1.0109081940578004,-150.6523228
1.3,0.97,0.9544108842225024,-150.6522778
2.4,0.97,3.227901320483666,-150.652232
2.5,0.97,3.39297533771078,-150.6521931
2.2,0.97,1.8591343680745254,-150.6519778
2.2,0.97,2.948163665868424,-150.651954
2.4,0.97,1.8776356503722993,-150.6515483
2.4,0.97,3.29384674455583,-150.6514907
2.3,0.97,3.129602474090123,-150.6514437
2.1,0.97,2.851203486055427,-150.6509535
2.7,0.97,1.7485389535159541,-150.6509301
2.5,0.97,1.8214054398377726,-150.6508304
2.1,0.97,1.7697572068927363,-150.6507296
1.1,0.97,1.8990219852264407,-150.6504536
2.3,0.97,3.1947724662217336,-150.6503511
1.4,0.97,0.4672670188913462,-150.6502974
2.2,0.97,3.031414910051385,-150.6502063
2.3,0.97,1.7854476518232427,-150.6500853
2.0,0.97,2.7544606798868077,-150.649645
1.7,0.97,2.4657920819659793,-150.6494025
2.6,0.97,1.7040454606046305,-150.6492059
2.0,0.97,1.6815768029268525,-150.6490372
2.4,0.97,1.7269780152682328,-150.648859
2.2,0.97,3.095757717463683,-150.648589
2.5,0.97,1.693965276411065,-150.6484871
2.1,0.97,2.9333498031998624,-150.6483812
1.9,0.97,2.6579589829774215,-150.6482481
2.2,0.97,1.694146097375683,-150.6480257
2.6,0.97,1.6489390558896124,-150.647691
1.8,0.97,2.5617256436508273,-150.6475133
1.1,0.97,0.6682902225523558,-150.647074
1.9,0.97,1.5947916844950658,-150.6469647
1.6,0.97,1.345488920546489,-150.6468429
1.4,0.97,1.0240080341824735,-150.6462525
2.3,0.97,1.6332141176737909,-150.6461484
2.1,0.97,2.9968083988709404,-150.6459737
2.7,0.97,1.8025720422901232,-150.6459482
2.0,0.97,2.835419859382997,-150.6458559
2.5,0.97,1.6057010605864674,-150.6456567
1.2,0.97,0.8906221520793786,-150.6456478
1.2,0.97,1.0549788275055652,-150.6456143
1.2,0.97,1.2283386546582977,-150.6455853
2.4,0.97,1.5976149797053605,-150.6452484
2.1,0.97,1.6038823775780384,-150.6451942
1.8,0.97,1.509642503948377,-150.6449122
1.2,0.97,0.2855898161603795,-150.644649
1.7,0.97,1.4264222595432392,-150.6440487
1.3,0.97,1.121302971409646,-150.6440201
2.5,0.97,1.5493907022160622,-150.6428985
1.6,0.97,2.4453761721229714,-150.6427244
1.9,0.97,2.7376395836622325,-150.6426752
2.2,0.97,1.540234931144647,-150.642462
2.0,0.97,2.8979312127534818,-150.6422487
2.0,0.97,1.5148420257431157,-150.6414429
2.3,0.97,1.5017419515587562,-150.6409082
2.4,0.97,1.5075744957148107,-150.6408457
1.5,0.97,2.404938457713243,-150.6407402
1.8,0.97,2.6400256061419456,-150.639383
1.1,0.97,0.34834665812397664,-150.6385562
1.7,0.97,2.542597080179235,-150.6378318
2.1,0.97,1.4481916075117025,-150.6375335
1.9,0.97,2.7991338031895374,-150.6372337
1.9,0.97,1.4272540225235415,-150.636763
2.4,0.97,1.4499045093346798,-150.636311
2.2,0.97,1.406443797229042,-150.6351498
2.3,0.97,1.4097112556445823,-150.634567
1.5,0.97,0.5627849756951132,-150.6343196
1.5,0.97,1.0983099618132075,-150.634066
1.7,0.97,1.0940749918831103,-150.633755
1.1,0.97,1.96346331222178,-150.632758
1.1,0.97,1.466594695203825,-150.6325257
1.1,0.97,0.8339757188471547,-150.6322644
1.1,0.97,0.9943039270152422,-150.6322132
1.1,0.97,2.013034506067389,-150.6321749
1.1,0.97,1.1625358186526744,-150.6321687
1.1,0.97,1.3204974834760017,-150.6321523
1.8,0.97,1.341402894980384,-150.6315457
1.1,0.97,0.20778133017664505,-150.6315017
1.8,0.97,2.700424926278415,-150.6311556
2.0,0.97,1.3572745562400055,-150.6311207
2.3,0.97,1.350494214820817,-150.6281545
2.1,0.97,1.311845806661968,-150.6275737
1.7,0.97,1.257644388733906,-150.6271292
1.6,0.97,1.1764255566613662,-150.6266499
2.2,0.97,1.3121702589421413,-150.6264317
