2.8	0.97	57
3.3	0.97	47
2.8	0.97	68
2.9	0.97	57
2.7	0.97	57
2.8	0.97	47
3.05	0.97	57
3.35	0.97	47
2.7	0.97	101
2.8	0.97	79
3.1	0.97	57
3.4	0.97	47
2.9	0.97	68
3.15	0.97	57
2.8	0.97	90
3.2	0.97	57
3.45	0.97	47
2.8	0.97	37
2.4	0.97	123
1.1	0.97	101
3.25	0.97	57
2.9	0.97	79
2.7	0.97	112
3.5	0.97	47
3.05	0.97	68
2.5	0.97	123
2.3	0.97	123
2.8	0.97	101
3.3	0.97	57
2.5	0.97	57
2.7	0.97	47
3.1	0.97	68
3.35	0.97	57
2.9	0.97	90
3.15	0.97	68
2.2	0.97	123
3.4	0.97	57
2.8	0.97	27
2.8	0.97	112
3.2	0.97	68
3.05	0.97	79
3.45	0.97	57
2.7	0.97	123
2.9	0.97	101
3.25	0.97	68
3.1	0.97	79
3.5	0.97	57
3.3	0.97	68
3.15	0.97	79
2.8	0.97	123
3.05	0.97	90
2.9	0.97	112
3.35	0.97	68
2.4	0.97	57
2.1	0.97	123
3.2	0.97	79
3.4	0.97	68
3.1	0.97	90
1.9	0.97	123
3.25	0.97	79
2.7	0.97	133
2.8	0.97	18
3.45	0.97	68
2.9	0.97	123
3.05	0.97	101
3.15	0.97	90
3.3	0.97	79
2.5	0.97	133
1.5	0.97	57
2.8	0.97	133
3.5	0.97	68
2.7	0.97	37
3.1	0.97	101
3.2	0.97	90
3.35	0.97	79
2	0.97	123
3.05	0.97	112
2.9	0.97	133
3.15	0.97	101
3.25	0.97	90
3.4	0.97	79
3.1	0.97	112
3.2	0.97	101
3.3	0.97	90
3.45	0.97	79
3.05	0.97	123
2.8	0.97	143
3.15	0.97	112
2.7	0.97	143
2.4	0.97	133
3.35	0.97	90
2.9	0.97	143
3.25	0.97	101
3.5	0.97	79
3.1	0.97	123
2.8	0.97	9
3.05	0.97	133
3.2	0.97	112
3.4	0.97	90
3	0.97	143
3.15	0.97	123
3.3	0.97	101
3.1	0.97	133
3.25	0.97	112
3.45	0.97	90
3.05	0.97	143
3.2	0.97	123
3.35	0.97	101
2.9	0.97	153
3.15	0.97	133
2.8	0.97	153
3	0.97	153
3.3	0.97	112
3.5	0.97	90
3.1	0.97	143
3.25	0.97	123
3.4	0.97	101
3.2	0.97	133
3.05	0.97	153
3.15	0.97	143
2.3	0.97	57
3.35	0.97	112
3.1	0.97	153
3.3	0.97	123
3.45	0.97	101
3.2	0.97	143
3.25	0.97	133
2.7	0.97	153
3.15	0.97	153
3.4	0.97	112
3.35	0.97	123
3.5	0.97	101
3.25	0.97	143
3.3	0.97	133
3.2	0.97	153
3.45	0.97	112
3.25	0.97	153
3.3	0.97	143
3.35	0.97	133
3.4	0.97	123
3.3	0.97	153
3.5	0.97	112
3.35	0.97	143
3.4	0.97	133
3.45	0.97	123
2.5	0.97	143
3.35	0.97	153
3.4	0.97	143
3.45	0.97	133
3.5	0.97	123
3.4	0.97	153
3.45	0.97	143
3.5	0.97	133
2.3	0.97	133
3.45	0.97	153
3.5	0.97	143
3.5	0.97	153
2.5	0.97	47
2.7	0.97	27
1.6	0.97	37
1.3	0.97	47
2.4	0.97	143
2.5	0.97	153
2.2	0.97	57
2.2	0.97	133
2.4	0.97	47
2.4	0.97	153
2.3	0.97	143
2.1	0.97	133
2.7	0.97	9
2.5	0.97	37
2.1	0.97	57
1.1	0.97	133
2.3	0.97	153
1.4	0.97	9
2.2	0.97	143
2.3	0.97	47
2	0.97	133
1.7	0.97	133
2.6	0.97	18
2	0.97	57
2.4	0.97	37
2.2	0.97	153
2.5	0.97	27
2.1	0.97	143
1.9	0.97	133
2.2	0.97	47
2.6	0.97	9
1.8	0.97	133
1.1	0.97	37
1.9	0.97	57
1.6	0.97	57
1.4	0.97	47
2.3	0.97	37
2.1	0.97	153
2.7	0.97	18
2	0.97	143
2.5	0.97	18
1.2	0.97	47
1.2	0.97	57
1.2	0.97	68
2.4	0.97	27
2.1	0.97	47
1.8	0.97	57
1.2	0.97	9
1.7	0.97	57
1.3	0.97	57
2.5	0.97	9
1.6	0.97	143
1.9	0.97	143
2.2	0.97	37
2	0.97	153
2	0.97	47
2.3	0.97	27
2.4	0.97	18
1.5	0.97	153
1.8	0.97	143
1.1	0.97	18
1.7	0.97	143
2.1	0.97	37
1.9	0.97	153
1.9	0.97	47
2.4	0.97	9
2.2	0.97	27
2.3	0.97	18
1.5	0.97	9
1.5	0.97	47
1.7	0.97	37
1.1	0.97	143
1.1	0.97	90
1.1	0.97	47
1.1	0.97	57
1.1	0.97	153
1.1	0.97	68
1.1	0.97	79
1.8	0.97	47
1.1	0.97	9
1.8	0.97	153
2	0.97	37
2.3	0.97	9
2.1	0.97	27
1.7	0.97	47
1.6	0.97	47
2.2	0.97	18
2.6	0.97	79
2.6	0.97	90
2.6	0.97	68
2.6	0.97	101
1.6	0.97	153
2.6	0.97	112
2.6	0.97	57
1.7	0.97	153
2.6	0.97	123
2.6	0.97	133
2.6	0.97	47
2.6	0.97	143
2.6	0.97	153
2.6	0.97	37
1.7	0.97	9
1.3	0.97	0
1.9	0.97	37
2.6	0.97	27
1.6	0.97	9
2.1	0.97	18
2.2	0.97	9
2	0.97	27
2.1	0.97	9
2	0.97	18
1.9	0.97	18
2	0.97	9
1.8	0.97	37
1.9	0.97	27
1.8	0.97	27
1.8	0.97	18
1.9	0.97	9
1.2	0.97	0
1.4	0.97	0
1.8	0.97	9
1.5	0.97	0
1	0.97	123
1	0.97	37
1	0.97	47
1	0.97	133
1	0.97	112
1	0.97	143
1	0.97	57
1	0.97	27
1	0.97	101
1	0.97	153
1	0.97	68
1	0.97	90
1	0.97	79
1	0.97	18
1	0.97	9
